,Title,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Release Year,Release Month,Release Day,Available Globally
13484,Made in Italy (2020),0,200000,9802,5.9,"['Comedy', 'Drama', 'Romance']","father son hug,dead mother,female realtor,artist,englishman in italy",A bohemian artist travels from London to Italy with his estranged son to sell the house they inherited from their late wife/mother.,0,0,Unknown,No
13485,Magamuni,0,200000,2499,7.6,"['Crime', 'Drama', 'Thriller']",brother,Two long-separated brothers end up in life-threatening situations. How do their lives intersect and what happens next?,0,0,Unknown,No
13487,Maha Samudram (Tamil) (2021),0,200000,1076,5.0,"['Action', 'Drama', 'Romance']",unknown,"Set in Visakhapatnam, the story is about four lives and their roller-coaster romantic ride.",0,0,Unknown,No
13488,Mahasiswi Baru,0,200000,155,6.2,"['Comedy', 'Drama']",gang,"At her old age, Lastri (Widyawati) is eager to go to college. She befriends with other students and they form a gang who often makes fuss on campus and causes chaos.",0,0,Unknown,No
13489,Mahi NRI,0,200000,91,6.1,"['Comedy', 'Drama']",unknown,"Set primarily in the UK&apos;s second largest city Birmingham, Mera Mahi NRI (My Beloved Non-Resident Indian) is a realistic multi- cultural comedy drama that follows the life of a student &apos;freshie&apos; (a term used to describe somebody wh...",0,0,Unknown,No
13490,Maledicto,0,200000,50,5.2,['Horror'],unknown,unknown,0,0,Unknown,No
13491,Mama Drama (2020),0,200000,11,5.3,['Drama'],unknown,unknown,0,0,Unknown,No
13492,Mama's Girl,0,200000,59,7.5,['Drama'],"school,f rated,two word title,title directed by female",A 21-year-old millennial daughter struggles to go out into the real world with the help of her old school single mother.,0,0,Unknown,No
13495,Manmadhudu 2,0,200000,812,4.8,"['Comedy', 'Drama', 'Romance']",family relationships,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",0,0,Unknown,No
13496,Manto // मंटो,0,200000,4618,7.3,"['Biography', 'Drama']",unknown,The film is a biographical account of writer Saadat Hasan Manto&apos;s life and is set in 1940s India.,0,0,Unknown,No
13497,Marc Maron: End Times Fun,2020-03-10 00:00:00,200000,2129,6.8,['Comedy'],"tv special,stand up comedy,end times,iron man,jesus christ","Marc Maron wades through a swamp of vitamin hustlers, evangelicals and grown male nerd children, culminating in a gleefully filthy end times fantasy.",2020,3,Tuesday,Yes
13498,Marea alta,0,200000,362,5.3,['Drama'],"male nudity,storm,sex scene,female rear nudity,male rear nudity","Laura has lost control. After she sleeps with Weisman, the lead contractor building a barbecue shed in the backyard of her beach house, the other two workers on the job cross a boundary, making Laura feel that her space has been e...",0,0,Unknown,No
13500,Marmalade Boy // ママレード・ボーイ,0,200000,383,5.6,['Romance'],"live action remake of anime,marriage,divorce,half brother half sister relationship,based on comic book","Two sets of parents divorce and marry each other, while their children Miki and Yuu are caught in the middle and start falling for each other.",0,0,Unknown,No
13501,"Marriage Is a Crazy Thing // 결혼은, 미친짓이다",0,200000,1179,6.9,"['Drama', 'Romance']","blind date,female nudity,female topless nudity,open relationship,teacher student relationship",unknown,0,0,Unknown,No
13502,"Mary, Queen of Scots (2018)",0,200000,54272,6.3,"['Biography', 'Drama', 'History']","stabbing,protestant,murder,sword,battle",unknown,0,0,Unknown,No
13503,Mascots,2016-10-13 00:00:00,200000,7989,5.8,['Comedy'],"mascot,competition,armadillo,hedgehog,satire",A look into the world of competitive mascots.,2016,10,Thursday,Yes
13504,Masquerade Hotel // マスカレード・ホテル,0,200000,2208,6.4,"['Crime', 'Drama', 'Mystery']","murder mystery,title same as book,location in title,place in title,two word title","A serial (3) killer leaves a GPS code of his next target with each victim - this time Hotel Cortesia Tokyo. A detective goes undercover as hotel staff - haircut, manners etc.",0,0,Unknown,No
13505,Master's Daughter: Season 1 // 教祖のムスメ: シーズン1,0,200000,133,5.1,"['Family', 'Animation', 'Short']","featurette,animated short,cartoon,cartoon short,three wise monkeys",Ceramic figurines come to life after one of them is knocked over and broken by the household cat.,0,0,Unknown,No
13506,Masterpiece: Around the World in 80 Days: Season 1,0,200000,93763,5.9,"['Action', 'Adventure', 'Comedy']","queen victoria,one against many,journey,19th century,inventor","To win a bet, an eccentric British inventor embarks, with his Chinese valet and an aspiring French artist, on a trip full of adventures and dangers around the world in exactly 80 days.",0,0,Unknown,No
13507,Mauli,0,200000,434,5.5,['Action'],revenge,An unconventional cop with a devil-may-care attitude sets out to end a ruthless criminal&apos;s reign of terror over a village.,0,0,Unknown,No
13508,Mavi Boncuk,0,200000,9,4.6,"['Drama', 'Music']","family relationships,theater people",reuniting a family broken up by the earthquake.,0,0,Unknown,No
13509,Max Manus: Man of War // Max Manus,0,200000,29429,7.3,"['Action', 'Biography', 'Crime']","deception,character name as title,true crime,battle,saboteur",unknown,0,0,Unknown,No
13510,Max und die wilde 7,0,200000,113,6.0,"['Adventure', 'Crime', 'Family']","bare chested male,boy,bully,father figure,diving",Nine year old Max moves to Geroldseck Castle together with his mother who gets employed as a nurse in a senior residence. Apparently a crafty thief drives here his mischief. Max&apos;s mother is suspected of threatening to dismiss her....,0,0,Unknown,No
13511,May God Forgive Us // Que Dios nos perdone,0,200000,12043,7.1,"['Crime', 'Drama', 'Thriller']","serial killer,priest,church,pope,vengeance",Inspectors Velarde and Alfaro must find what appears to be a serial killer. This hunt against the clock will make them realize something they&apos;d never thought about: neither one of them is that different from the killer.,0,0,Unknown,No
13512,May Who? // เมย์ไหน..ไฟแรงเฟร่อ,0,200000,1422,7.0,"['Comedy', 'Fantasy', 'Romance']","teenage boy,teenage girl,teen comedy,high school,electricity",unknown,0,0,Unknown,No
13513,May-December Couple: Season 1 // 年の差婚: シーズン1,0,200000,53,6.9,"['Animation', 'Short', 'Adventure']",unknown,"The Robot Chicken gang thinks Barbie George Washington would&apos;ve made a fine Floundering Father; The Nerd fixes the Mandela Effect with disastrous results; Robot Chicken says farewell, but not goodbye.",0,0,Unknown,No
13514,Mayday (2020),0,200000,545,5.3,"['Comedy', 'Romance']","lie,literature on screen,british literature on screen,european literature on screen,foreign language adaptation","Janek, who has two wives, skillfully maneuvers between them. The risk that one of his loved ones will learn about a double relationship increases dramatically and every lie will have colossal effects.",0,0,Unknown,No
13516,Me and Me // 사라진 시간,0,200000,247981,6.6,['Comedy'],"dissociative identity disorder,multiple personality,on the road,erection visible through clothing,erect penis",A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,0,0,Unknown,No
13517,Measuring the World // Die Vermessung der Welt,0,200000,3115,5.7,"['Biography', 'Drama', 'History']","science,mathematics,based on book,male frontal nudity,whipping",unknown,0,0,Unknown,No
13519,Mees Kees (2012),0,200000,882,6.7,"['Comedy', 'Family']","family relationships,teacher,school,sandwich,blackboard",Class of Fun is the hilariously funny family film chronicling the misadventures of a young intern teacher at an elementary school.,0,0,Unknown,No
13521,Meet Me in St. Gallen,0,200000,311,6.9,"['Drama', 'Romance']",musician,unknown,0,0,Unknown,No
13522,Meet the Adebanjos: Season 2,0,200000,282858,6.3,"['Comedy', 'Romance']","neo screwball comedy,family character name in title,family relationships,male nurse,nurse",All hell breaks loose when the Byrnes family meets the Focker family for the first time.,0,0,Unknown,No
13523,Megalobox // メガロボクス,0,200000,202552,5.6,"['Action', 'Horror', 'Sci-Fi']","prehistoric animal,shark,megalodon,creature feature,giant shark",unknown,0,0,Unknown,No
13524,Memories of Murder // 살인의 추억,0,200000,207815,8.1,"['Crime', 'Drama', 'Mystery']","1980s,neo noir,police,anti hero,criminal investigation",unknown,0,0,Unknown,No
13525,Men vs. Women // Maschi contro femmine,0,200000,2428,5.7,['Comedy'],"large breasts,big tits,nudist beach,female rear nudity,male rear nudity","The love lives of the friends Walter, Diego, Renato, Marcello and Piero.",0,0,Unknown,No
13526,Merry Men 2: Another Mission,0,200000,83,6.6,"['Action', 'Comedy']",unknown,"Things have changed for the charming foursome, the Merry Men. They&apos;ve hung the boots on robbing the rich to give to the poor and focus squarely on running their businesses. AYO ALESINLOYE, the charming leader of the pack, prepares...",0,0,Unknown,No
13527,Merry Men: The Real Yoruba Demons,0,200000,156,5.1,"['Action', 'Comedy']",unknown,"Four rich men (the Merry Men) seduce powerful women, get contracts from the political elite, steal from the rich, give to the poor and have sex with the hottest women in town. They face their biggest challenge yet when they antago...",0,0,Unknown,Yes
13528,Message in a Bottle,0,200000,39964,6.2,"['Drama', 'Romance']","letter,sex,grief,airport,mirror",unknown,0,0,Unknown,No
13529,Meus Dois Amores,0,200000,55,5.6,['Comedy'],unknown,"Manuel is a cunning, swindling cowboy who lives for his two great loves - his fiancée Das Dô and his mule Beija-fulô - and his business of selling unsound horses to fools. The assassin Targino arrives in town in search of a horse ...",0,0,Unknown,No
13530,Mi Vida,0,200000,2369,6.5,"['Crime', 'Drama']","chicano,hispanic,generation x,hood,single mother","Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie&apos;s boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While t...",0,0,Unknown,No
13531,Michelle Wolf: Joke Show,2019-12-10 00:00:00,200000,1852,7.3,['Comedy'],"tv special,stand up comedy,observational comedy,stand up comedy special","Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City.",2019,12,Tuesday,Yes
13532,Midnight Diner 2 // 続・深夜食堂,0,200000,1084,7.4,['Drama'],"diner,nighttime,dinner,japanese food,eatery","Follow the stories of ordinary individuals with a lot on their plates. As they pore over their worries, Master serves up homely delights and timely life advice. And as other customers begin to console one another, a family is born.",0,0,Unknown,No
13533,Midnight My Love // เฉิ่ม,0,200000,463,7.4,"['Crime', 'Drama', 'Romance']","taxi driver,love,kindred spirit,friendship,daydream",unknown,0,0,Unknown,No
13534,Mike Epps: Don't Take It Personal,2015-12-18 00:00:00,200000,308,4.4,['Comedy'],"stand up special,stand up comedy special",Mike Epps tears up the stage at L.A.&apos;s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.,2015,12,Friday,Yes
13536,Mina-Anud,0,200000,46,6.0,"['Comedy', 'Crime', 'Drama']","fishing,surf film,surf movie,surfing",Paradise is upturned when 3 tons of cocaine wash up on the peaceful shores of a fishing village. Two local surfers must decide if the lure of a richer tomorrow is really worth risking family and freedom.,0,0,Unknown,No
13537,Mind Game: Season 1 // 心理遊戲: 第 1 季 // 心迷: 第 1 季,0,200000,14592,9.2,"['Drama', 'Horror', 'Sci-Fi']","interactive drama,playstation 3,xbox 360,microsoft windows,single player","In a world devastated by the undead, a convicted criminal is given a second chance at life when he comes across a little girl named Clementine.",0,0,Unknown,No
13539,Miniforce: New Heroes Rise // 최강전사 미니특공대 : 영웅의 탄생,0,200000,42,5.8,"['Animation', 'Action', 'Adventure']",unknown,"Miniforce, a special task force of elite rangers, take on the Lizard Army to save Earth before it&apos;s too late, in this prequel to the TV series.",0,0,Unknown,No
13541,Misbehavior // 여교사,0,200000,489,5.8,"['Drama', 'Romance', 'Thriller']","woman murders a woman,murderess,murder,cohabitation,female high school teacher",unknown,0,0,Unknown,No
13542,Misconception // سوء تفاهم,0,200000,48,6.3,['Documentary'],unknown,The complex subject of population growth is observed via three individuals who are tackling the topic on a personal level.,0,0,Unknown,No
13543,Misfit (2017),0,200000,470,4.3,"['Comedy', 'Family']","school,remade","Moving back to her native Netherlands after years of living in the United States, a teenage girl navigates the intricacies of Dutch high school life.",0,0,Unknown,No
13544,Misfit 2,0,200000,172,4.9,['Comedy'],unknown,A talented singer and her singer-songwriter boyfriend get the chance to represent their school in the biggest music competition for students in which the grand prize is a record deal. But instead of fighting for a bright future to...,0,0,Unknown,No
13545,Misfit 3: The Finale // Misfit 3: De finale,2021-04-23 00:00:00,200000,102,5.2,['Comedy'],unknown,unknown,2021,4,Friday,No
13546,Miss Fisher's Murder Mysteries: Series 3,0,200000,17374,8.2,"['Crime', 'Drama', 'History']","liberated woman,australia,female protagonist,headstrong woman,detective","A female sleuth sashays through the back lanes and jazz clubs of Melbourne in the late 1920s, fighting injustice with her pearl-handled pistol and her dagger-sharp wit.",0,0,Unknown,No
13547,Miss Sloane,0,200000,80915,7.5,['Drama'],"consultant,lawyer,pills,lobbyist,congressional hearing","In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a p...",0,0,Unknown,No
13548,Missing Persons Unit // Vermist,0,200000,714,6.2,"['Crime', 'Drama', 'Thriller']","missing person,police",unknown,0,0,Unknown,No
13549,Mission Blue,2014-08-15 00:00:00,200000,2119,7.9,"['Documentary', 'Drama']","ocean,airplane,boat,whale sharks,reference to florida","Feature documentary about legendary oceanographer, marine biologist, environmentalist, and National Geographic Explorer-in-Residence Sylvia Earle and her campaign to create a global network of protected marine sanctuaries.",2014,8,Friday,Yes
13550,Mission Kathmandu: The Adventures of Nelly & Simon,0,200000,513,5.1,"['Animation', 'Adventure', 'Comedy']",unknown,"Quebec City, 1956. Nelly Maloye, an ebullient novice detective, accidentally crosses paths with Simon Picard, an ambitious research assistant in anthropology at the local university. Backed by a glory-seeking philanthropist, the i...",0,0,Unknown,No
13551,Mission: Possible // 미션 파서블,0,200000,1732,6.5,"['Action', 'Comedy', 'Crime']","diarrhea,juice,death,gun,fight","A trainee Chinese spy mistakes a buffoonish private detective for her contact. Together, they seek to uncover a South Korean gun-smuggling ring.",0,0,Unknown,No
13554,Mo Amer: The Vagabond,2018-10-08 00:00:00,200000,49,4.1,['Drama'],"lgbtq,delusion,man masturbating while watching sex,sex club,woman","A middle-aged woman with a preference for younger partners, mainly men in their 20s, searches for a genuine human connection while faced with societal double standards, prejudice and toxic masculinity.",2018,10,Monday,Yes
13555,Mobile Suit Gundam II: Soldiers of Sorrow // 劇場版 機動戦士ガンダムII 哀・戦士編,0,200000,1511,7.1,"['Animation', 'Action', 'Drama']","outer space,anime animation,second part,fictional war,teenage boy","After managing to survive attacks by Zeon&apos;s Char Aznable and Garma Zabi, the crew of Federation warship White Base and its mobile suits battle Zeon forces (Ramba Ral, Ma Kube, Tri-Stars, Boone) through Asia, Europe, and the Atlant...",0,0,Unknown,Yes
13556,Mobile Suit Gundam III: Encounters in Space // 劇場版 機動戦士ガンダムIII めぐりあい宇宙編,0,200000,1449,7.6,"['Animation', 'Action', 'Drama']","outer space,anime animation,female nudity,female rear nudity,buttock nudity",unknown,0,0,Unknown,Yes
13557,Modalità Aereo,0,200000,746,5.7,['Comedy'],unknown,"Diego is a wealthy, successful entrepreneur who is also unscrupulous and uncaring about others. His whole life is contained inside his latest-generation mobile phone--and his bad attitudes turn against him when he forgets this vit...",0,0,Unknown,No
13558,Modest Heroes: Ponoc Short Films Theatre // ポノック短編劇場・ちいさな英雄,2019-09-06 00:00:00,200000,3036,6.6,"['Animation', 'Adventure', 'Family']","anthology,anthology film,animation anthology,crab,egg","An anthology of three original shorts written and directed by Hiromasa Yonebayashi, Yoshiyuki Momose and Akihiko Yamashita.",2019,9,Friday,No
13559,Mohammed Ali Road: Season 2 // محمد علي رود: موسم 2,0,200000,15,6.8,['Horror'],unknown,unknown,0,0,Unknown,No
13560,Mommy (2014),0,200000,60762,8.0,['Drama'],"dysfunctional family,single mother,mother son relationship,oedipus complex,adhd",unknown,0,0,Unknown,No
13561,Moms at War,0,200000,63,6.5,['Comedy'],unknown,unknown,0,0,Unknown,No
13563,Money // 돈,0,200000,5575,3.2,"['Comedy', 'Crime', 'Thriller']","thief,female flight attendant,art museum,id badge,smoking a cigar",unknown,0,0,Unknown,No
13564,Money Heist: From Tokyo to Berlin: Volume 2 // La casa de papel: de Tokio a Berlín: Volumen 2,2021-12-03 00:00:00,200000,1046,7.6,['Documentary'],tv mini series,unknown,2021,12,Friday,Yes
13565,Money Heist: The Phenomenon // La casa de papel: El fenómeno,2020-04-03 00:00:00,200000,3689,7.5,['Documentary'],"behind view,crew,group,filmmaker,actor",unknown,2020,4,Friday,Yes
13566,Money Talks (1997),0,200000,30917,6.2,"['Action', 'Comedy', 'Crime']","buddy comedy,frame up,new line cinema,alliance atlantis,police","Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",0,0,Unknown,No
13567,Monos,0,200000,18570,6.8,"['Adventure', 'Drama', 'Thriller']","metaphoric title,one word title,violence,gun,hostage",unknown,0,0,Unknown,No
13568,Monsters of Florence,0,200000,115,5.9,"['Documentary', 'Crime']","florence,true crime,murder,young",It is a cold case that after 50 years still haunts Italy today - an epic travesty of justice shrouded in mystery and deception involving he ritualistic serial murder of eight young couples in the country lanes around Florence in t...,0,0,Unknown,No
13570,Monty Python Best Bits (mostly): Season 1,0,200000,278,7.3,"['Documentary', 'Comedy']",tv mini series,"This series is presented by self-confessed Python nut Hugh Bonneville, each show with a group of five famous comedians remembering their favourite Python moments. Each guest chooses a sketch (or two) and it&apos;s played with their com...",0,0,Unknown,No
13571,Monty Python's Personal Best: Season 1,0,200000,463,7.8,['Comedy'],"compilation,flail,sketch comedy,comedy troupe,obscene finger gesture",unknown,0,0,Unknown,No
13573,Moribito: Guardian of the Spirit: Guardian of the Spirit // 精霊の守り人,0,200000,83377,7.2,"['Animation', 'Adventure', 'Drama']","horse,animal capture,19th century,freedom,cowboy",A captured mustang remains determined to return to his herd no matter what.,0,0,Unknown,No
13574,Moribito: Guardian of the Spirit: Final // 精霊の守り人: 最終章,0,200000,123,8.3,['Drama'],"flashback,doctor,mother son relationship,memory,homecoming","Chronicles the life of famous doctor (fictional) through a series of flashbacks, as he is travelling to his native place after decades where it all began in extremely modest circumstances.",0,0,Unknown,No
13575,Morning Glory (2010),0,200000,81759,6.5,"['Comedy', 'Drama', 'Romance']","workaholic,professional woman,tv morning show,tv journalist,fictional tv network",unknown,0,0,Unknown,No
13576,Moschettieri del re,0,200000,1169,5.6,"['Adventure', 'Comedy']",band,"The band of musketeers; D&apos;Artagnan, Porthos, Aramis and Athos, portrayed in a purely self-ironic and disenchanted key, in a series of adventures in order to save King Louis XIV.",0,0,Unknown,No
13577,Mothers // Matky,0,200000,34413,7.1,['Drama'],"motherhood,spanish civil war,pregnancy,single mother,photographer",The story of two mothers who bond in unexpected way after giving birth the same day.,0,0,Unknown,No
13578,Motu Patlu Dino Invasion,0,200000,7,4.7,"['Animation', 'Adventure', 'Comedy']",dinosaur adventure,"A time machine sends Motu and Patlu back to the dinosaur period, but the real trouble starts when the reptiles travel back to the present day with them.",0,0,Unknown,No
13582,Mr. Church,0,200000,30741,7.6,"['Comedy', 'Drama']","interracial friendship,single mother,love interest,black man,african american",unknown,0,0,Unknown,No
13583,Mr. Happiness // Mister Felicità,0,200000,589,4.9,['Comedy'],doctor,"Martino&apos;s sister, Caterina, can&apos;t work anymore for health reasons and he replaces her as cleaner for dr. Guglielmo Gioia, a mental coach. While the doctor leaves, Martino pretends to be his assistant.",0,0,Unknown,No
13584,Mr. Jones (2019),0,200000,15464,6.9,"['Biography', 'Drama', 'Thriller']","ukraine,famine,journalist,journalism,accidental cannibalism",unknown,0,0,Unknown,No
13585,Mr. Zoo: The Missing VIP // 미스터 주: 사라진 VIP,0,200000,509,5.6,"['Action', 'Comedy']",agent,unknown,0,0,Unknown,No
13587,Mumon: The Land of Stealth // 忍びの国,0,200000,2475,6.6,"['Action', 'Romance']","samurai,katana sword,japan,katana,death",unknown,0,0,Unknown,No
13588,Munich,0,200000,235863,7.5,"['Action', 'Drama', 'History']","munich olympics,black september,jew,israel,based on true story",unknown,0,0,Unknown,No
13589,Murdoch Mysteries: Season 1,0,200000,16687,8.2,"['Crime', 'Drama', 'Mystery']","toronto ontario canada,police detective,morgue,police station,detective","In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city&apos;s most gruesome murders.",0,0,Unknown,No
13590,Murdoch Mysteries: Season 2,0,200000,16687,8.2,"['Crime', 'Drama', 'Mystery']","toronto ontario canada,police detective,morgue,police station,detective","In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city&apos;s most gruesome murders.",0,0,Unknown,No
13591,Murdoch Mysteries: Season 7,0,200000,16687,8.2,"['Crime', 'Drama', 'Mystery']","toronto ontario canada,police detective,morgue,police station,detective","In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city&apos;s most gruesome murders.",0,0,Unknown,No
13592,Murdoch Mysteries: Season 8,0,200000,16687,8.2,"['Crime', 'Drama', 'Mystery']","toronto ontario canada,police detective,morgue,police station,detective","In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city&apos;s most gruesome murders.",0,0,Unknown,No
13593,Murdoch Mysteries: Season 9,0,200000,16687,8.2,"['Crime', 'Drama', 'Mystery']","toronto ontario canada,police detective,morgue,police station,detective","In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city&apos;s most gruesome murders.",0,0,Unknown,No
13598,Murphy's War,0,200000,3802,6.8,"['Drama', 'War']","boat,sole survivor,seaplane,submarine,torpedo",A lone survivor from a British naval ship is obsessed with getting revenge on a German U-boat crew that massacred his shipmates in the water.,0,0,Unknown,No
13599,Museum // ミュージアム,0,200000,6666,6.8,"['Horror', 'Mystery', 'Thriller']","pre code,pre code era,year 1933,1930s,two strip technicolor",The disappearance of people and corpses leads a reporter to a wax museum and a sinister sculptor.,0,0,Unknown,No
13600,Muthu,0,200000,3513,7.5,"['Action', 'Comedy', 'Drama']","character name as title,servant,love,fight,apology",unknown,0,0,Unknown,No
13601,My 2 Mommies,0,200000,74,6.2,['Comedy'],mother,unknown,0,0,Unknown,No
13602,My Amanda,2021-07-15 00:00:00,200000,367,5.8,"['Drama', 'Romance']","love,togetherness,friend,life,first person title","Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.",2021,7,Thursday,Yes
13603,My Best Friend's Breakfast // 我吃了那男孩一整年的早餐,0,200000,151858,6.3,"['Comedy', 'Drama', 'Romance']","wedding,singing,best friend,jealousy,kiss",unknown,0,0,Unknown,No
13604,My Big Fat Greek Wedding 2,0,200000,34783,6.0,"['Comedy', 'Romance']","repeat sequel,father daughter relationship,mascot costume,wedding,greek",unknown,0,0,Unknown,No
13605,"My Boss, My Teacher // 투사부일체",0,200000,61423,8.1,['Documentary'],"octopus,animal intelligence,depression,underwater world,human animal friendship",unknown,0,0,Unknown,No
13606,My Bride // عروستى,0,200000,739,6.4,"['Comedy', 'Romance']",woman wears lingerie,unknown,0,0,Unknown,No
13607,My Dad's on Death Row,0,200000,140,6.2,"['Documentary', 'Crime']",death,This documentary examines the cases of two men on death row in Texas and the traumatic impact their crimes and sentences had on their daughters.,0,0,Unknown,No
13608,My Dead Ex: Season 1,0,200000,14592,9.2,"['Drama', 'Horror', 'Sci-Fi']","interactive drama,playstation 3,xbox 360,microsoft windows,single player","In a world devastated by the undead, a convicted criminal is given a second chance at life when he comes across a little girl named Clementine.",0,0,Unknown,No
13611,My Fairy Tail Love Story,0,200000,105,7.1,"['Fantasy', 'Romance']",friend,"Chantel is a spoiled brat cursed to be a mermaid after she disturbed corals under the sea. With the help of her best friend Noah, they go on a journey to find her Prince Charming who she believes will break the curse she&apos;s in.",0,0,Unknown,No
13613,My Favorite Wedding,0,200000,2113,6.2,"['Comedy', 'Romance']",unknown,unknown,0,0,Unknown,No
13614,My Friend 'A' // 友罪,0,200000,4158,6.0,"['Comedy', 'Horror', 'Romance']","freeze frame,split screen,disbelief,sexist,sexism",unknown,0,0,Unknown,No
13615,My Giraffe // Dikkertje Dap,0,200000,297,6.5,['Family'],based on poem,"Patterson Pepps&apos; best friend is Raf, a giraffe. Raf and Patterson were born on the same day and grow up together as Patterson lives next to the zoo. When they are old enough to start school, they are very excited. On the first day...",0,0,Unknown,No
13616,My Girl 2,0,200000,20694,5.3,"['Comedy', 'Drama', 'Family']","numbered sequel,teenage protagonist,female protagonist,teenage girl,small town",unknown,0,0,Unknown,No
13617,My Girlfriend Is an Alien // 外星女生柴小七,0,200000,27442,5.4,"['Comedy', 'Sci-Fi']","female alien,sex with an alien woman,man in love with alien woman,alien,scientist",unknown,0,0,Unknown,No
13619,My Heroes Were Cowboys,2021-09-16 00:00:00,200000,341,6.7,"['Documentary', 'Short']",unknown,"Robin Wiltshire, an immigrant inspired by the iconography of the Hollywood western, finds meaning and redemption through the art of horse training.",2021,9,Thursday,Yes
13620,My Lady Boss,0,200000,111,6.5,"['Comedy', 'Romance']",female boss,"A female boss hires a handsome assistant to annoy her cocky office rival, but a prohibited office romance blossoms between boss and assistant.",0,0,Unknown,No
13622,My Man // Mon homme,0,200000,25951,7.9,"['Comedy', 'Drama', 'Romance']","butler,homelessness,poverty,class differences,great depression",unknown,0,0,Unknown,No
13623,My Mother's Wound // Annemin Yarası,0,200000,4115,7.3,"['Drama', 'Mystery', 'War']","bosnian war,bosnian,christian,bosnian muslim,son searches for father","Upon turning 18, Salih leaves his orphanage to embark on a journey that will uncover bitter truths of a war-ridden past.",0,0,Unknown,No
13624,My Neighbor's Wife,0,200000,108,6.2,['Drama'],"cheating wife,extramarital affair,curfew,hospital,counselor","This Filipino story is about two couples who are best friends and the emotional ups and downs they go through when faced with marital infidelity. In a nutshell, conflict ensues when Jasmine decides to break up with her husband Bul...",0,0,Unknown,No
13625,My Neighbors the Yamadas // ホーホケキョ となりの山田くん,0,200000,15475,7.1,"['Animation', 'Comedy', 'Family']","wedding,neighbor,kidnapping,speech,retirement",unknown,0,0,Unknown,No
13627,My Perfect You,0,200000,217,6.7,"['Drama', 'Romance']","love,f rated,three word title,title directed by female","It tells the accidental meeting of Burn who is lost in his life after a heartbreak and Abi who is the lively owner of a hostel, Happy Sunshine Camp. Will they find the perfect love for them or will they have to fave heartbreak again?",0,0,Unknown,No
13628,My Rebound Girl,0,200000,78,6.6,"['Comedy', 'Romance']",girl,A young woman tired of being the rebound girl makes rules for herself to avoid that situation. But she is immediately challenged when she makes a connection with another heartbroken young man.,0,0,Unknown,No
13629,My Sassy Girl // 엽기적인 그녀,0,200000,49999,8.0,"['Comedy', 'Drama', 'Romance']","south korea,boyfriend girlfriend relationship,coincidence,wild girl,time capsule","A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.",0,0,Unknown,No
13630,My Sister's Keeper,0,200000,97092,7.3,"['Drama', 'Family']","leukemia,oncology,kidney failure,terminal illness,sick child",Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.,0,0,Unknown,No
13631,My Stupid Boss,0,200000,1718,7.1,['Comedy'],"pizza,ferrari,birthday cake,clerk,boss worker relationship",unknown,0,0,Unknown,No
13632,My Stupid Boss 2,0,200000,519,6.5,"['Adventure', 'Comedy']",worker,"Bossman and his employees goes to Vietnam to find new workers for his company, but instead of getting new workers they got a lot of new troubles.",0,0,Unknown,No
13633,My Suicide,0,200000,95,5.4,['Comedy'],"suicide,independent film","Kevin wants to end his life, but he just doesn&apos;t have the nerve.",0,0,Unknown,No
13634,My Sweet Orange Tree // Meu Pé de Laranja Lima,0,200000,1400,7.1,"['Drama', 'Family']","based on brazilian novel,beating,fire,telling story,kite","My Sweet Orange Tree begins with José Mauro de Vasconcelos (Caco Ciocler) receiving an edition of his finished novel. Then, the film starts to tell the story from the writer&apos;s memories, through flashbacks. Zezé (João Guilherme Avi...",0,0,Unknown,No
